source_dataset,source_group,split
lap,MAL41468,train
lap,MAL41470,train
lap,MAL41471,train
lap,MAL41475,train
lap,MAL41477,validation
lap,MAL41480,train
lap,MAL41481,train
lap,MAL41485,train
lap,MAL41487,train
lap,MAL41488,train
lap,MAL41489,test
lap,MAL41490,train
lap,MAL41491,train
lap,MAL41494,train
lap,MAL41495,test
lap,MAL41496,train
lap,MAL41497,train
lap,MAL41498,train
lap,MAL41499,test
lap,MAL41500,train
lap,MAL41503,train
lap,MAL41504,train
lap,MAL41505,test
lap,MAL41509,test
lap,MAL41511,train
lap,MAL41512,train
lap,MAL41514,test
lap,MAL41519,train
lap,MAL41520,train
lap,MAL41521,train
lap,MAL41522,train
lap,MAL41528,train
lap,MAL41529,train
lap,MAL41530,train
lap,MAL41531,train
lap,MAL41534,train
lap,MAL41535,train
lap,MAL41541,test
lap,MAL41542,train
lap,MAL41545,train
lap,MAL41546,train
lap,MAL41547,train
lap,MAL41549,train
lap,MAL41555,train
lap,MAL41556,train
lap,MAL41558,train
lap,MAL41567,test
lap,MAL41568,train
lap,MAL41569,train
lap,MAL41570,train
lap,MAL41573,train
lap,MAL41574,train
lap,MAL41587,train
lap,MAL41589,train
lap,MAL41590,train
lap,MAL41595,train
lap,MAL41602,train
lap,MAL41609,train
lap,MAL41611,train
lap,MAL41612,train
lap,MAL41617,train
lap,MAL41619,validation
lap,MAL41622,train
lap,MAL41623,test
lap,MAL41627,train
lap,MAL41630,train
lap,MAL41632,train
lap,MAL41633,train
lap,MAL41635,train
lap,MAL41636,validation
lap,MAL41637,test
lap,MAL41638,test
lap,MAL41646,train
lap,MAL41651,train
lap,MAL41652,train
lap,MAL41655,validation
lap,MAL41656,test
lap,MAL41659,train
lap,MAL41663,train
lap,MAL41664,train
lap,MAL41667,train
lap,MAL41673,train
lap,MAL41674,train
lap,MAL41684,test
lap,MAL41685,test
lap,MAL41686,train
lap,MAL41688,train
lap,MAL41691,train
lap,MAL41694,train
lap,MAL41707,train
lap,MAL41708,train
lap,MAL41709,test
lap,MAL41710,train
lap,MAL41714,train
lap,MAL41722,train
lap,MAL41725,test
lap,MAL41727,train
lap,MAL41729,validation
lap,MAL41734,train
lap,MAL41739,test
lap,MAL41744,train
lap,MAL41750,train
lap,MAL41759,test
lap,MAL41762,train
lap,MAL41763,train
lap,MAL41764,train
lap,MAL41766,train
lap,MAL41768,train
lap,MAL41769,train
lap,MAL41776,train
lap,MAL41777,test
lap,MAL41780,train
lap,MAL41781,validation
lap,MAL41782,train
lap,MAL41783,train
lap,MAL41785,validation
lap,MAL41786,train
lap,MAL41793,train
lap,MAL41794,train
lap,MAL41795,train
lap,MAL41796,train
lap,MAL41797,train
lap,MAL41802,train
lap,MAL41806,test
lap,MAL41807,train
lap,MAL41808,test
lap,MAL41812,train
lap,MAL41813,train
lap,MAL41814,test
lap,MAL41820,train
lap,MAL41822,validation
lap,MAL41824,test
lap,MAL41833,train
lap,MAL41834,train
lap,MAL41842,train
lap,MAL41844,test
lap,MAL41848,train
lap,MAL41851,train
lap,MAL41852,validation
lap,MAL41853,test
lap,MAL41854,train
lap,MAL41873,train
lap,MAL41877,train
lap,MAL41880,validation
lap,MAL41884,train
lap,MAL41899,train
lap,MAL41902,train
lap,MAL41904,train
lap,MAL41911,train
lap,MAL41912,test
lap,MAL41913,train
lap,MAL41915,validation
lap,MAL41916,train
lap,MAL41917,train
lap,MAL41918,train
lap,MAL41919,test
lap,MAL41920,test
lap,MAL41923,train
lap,MAL41926,train
lap,MAL41930,train
lap,MAL41939,train
lap,MAL41942,test
lap,MAL41945,train
lap,MAL41946,train
lap,MAL41951,test
lap,MAL41976,train
lap,MAL41987,train
lap,MAL42000,train
lap,MAL42003,train
lap,MAL42004,test
lap,MAL42005,train
lap,MAL42008,train
lap,MAL42009,train
lap,MAL42012,train
lap,MAL42013,train
lap,MAL42014,train
lap,MAL42015,train
lap,MAL42027,train
lap,MAL42030,train
lap,MAL42031,train
lap,MAL42033,validation
lap,MAL42042,train
lap,MAL42044,train
lap,MAL42047,test
lap,MAL42048,validation
lap,MAL42054,train
lap,MAL42055,train
lap,MAL42057,train
lap,MAL42061,train
lap,MAL42068,train
lap,MAL42070,train
lap,MAL42071,validation
lap,MAL42072,train
lap,MAL42074,train
lap,MAL42076,train
lap,MAL42078,train
lap,MAL42082,validation
lap,MAL42083,validation
lap,MAL42084,train
lap,MAL42089,train
lap,MAL42090,validation
lap,MAL42091,train
lap,MAL42104,validation
lap,MAL42105,train
lap,MAL42106,train
lap,MAL42109,train
lap,MAL42111,train
lap,MAL42114,train
lap,MAL42121,train
lap,MAL42128,train
lap,MAL42129,train
lap,MAL42132,train
lap,MAL42135,train
lap,MAL42136,train
lap,MAL42137,test
lap,MAL42138,train
lap,MAL42139,train
lap,MAL42141,validation
lap,MAL42142,train
lap,MAL42143,test
lap,MAL42144,train
lap,MAL42145,test
lap,MAL42146,train
lap,MAL42147,train
lap,MAL42148,validation
lap,MAL42149,validation
lap,MAL42151,validation
lap,MAL42153,train
lap,MAL42156,train
lap,MAL42158,train
lap,MAL42161,test
lap,MAL42163,train
lap,MAL42164,train
lap,MAL42166,train
lap,MAL42168,train
lap,MAL42172,train
lap,MAL42174,train
lap,MAL42176,train
lap,MAL42178,train
lap,MAL42179,train
lap,MAL42181,train
lap,MAL42183,train
lap,MAL42187,train
lap,MAL42191,train
lap,MAL42192,train
lap,MAL42193,train
lap,MAL42194,train
lap,MAL42199,train
lap,MAL42203,train
lap,MAL42205,train
lap,MAL42206,train
lap,MAL42208,test
lap,MAL42209,test
lap,MAL42211,train
lap,MAL42214,train
lap,MAL42215,train
lap,MAL42220,train
lap,MAL42223,train
lap,MAL42224,train
lap,MAL42228,train
lap,MAL42233,train
lap,MAL42234,train
lap,MAL42235,train
lap,MAL42238,test
lap,MAL42240,validation
lap,MAL42245,train
lap,MAL42246,train
lap,MAL42247,train
lap,MAL42248,train
lap,MAL42249,train
lap,MAL42250,train
lap,MAL42256,train
lap,MAL42257,test
lap,MAL42258,train
lap,MAL42260,train
lap,MAL42262,train
lap,MAL42263,train
lap,MAL42264,test
lap,MAL42266,train
lap,MAL42267,test
lap,MAL42268,validation
lap,MAL42271,train
lap,MAL42272,train
lap,MAL42274,train
lap,MAL42275,train
lap,MAL42276,train
lap,MAL42278,train
lap,MAL42279,train
lap,MAL42280,train
lap,MAL42281,train
lap,MAL42282,train
lap,MAL42284,test
lap,MAL42285,train
lap,MAL42286,test
lap,MAL42290,train
lap,MAL42291,train
lap,MAL42292,train
lap,MAL42295,train
lap,MAL42297,train
lap,MAL42302,test
lap,MAL42307,train
lap,MAL42310,test
lap,MAL42314,train
lap,MAL42316,train
lap,MAL42317,test
lap,MAL42319,train
lap,MAL42320,train
lap,MAL42321,train
lap,MAL42323,train
lap,MAL42324,train
lap,MAL42328,train
lap,MAL42329,train
lap,MAL42330,train
lap,MAL42331,train
lap,MAL42332,train
lap,MAL42333,train
lap,MAL42339,train
lap,MAL42340,train
lap,MAL42343,test
lap,MAL42344,train
lap,MAL42345,train
lap,MAL42346,train
lap,MAL42347,train
lap,MAL42351,train
lap,MAL42354,train
lap,MAL42357,train
lap,MAL42358,train
lap,MAL42359,train
lap,MAL42361,train
lap,MAL42364,train
lap,MAL42366,test
lap,MAL42367,train
lap,MAL42372,train
lap,MAL42373,train
lap,MAL42378,train
lap,MAL42380,train
lap,MAL42381,test
lap,MAL42383,train
lap,MAL42385,validation
lap,MAL42387,train
lap,MAL42390,train
lap,MAL42391,train
lap,MAL42392,train
lap,MAL42395,train
lap,MAL42397,train
lap,MAL42399,test
lap,MAL42400,test
lap,MAL42414,train
lap,MAL42422,train
lap,MAL42423,train
lap,MAL42429,test
lap,MAL42431,test
lap,MAL42432,train
lap,MAL42433,validation
lap,MAL42435,train
lap,MAL42436,train
lap,MAL42438,test
lap,MAL42439,validation
lap,MAL42441,train
lap,MAL42442,train
lap,MAL42443,test
lap,MAL42444,train
lap,MAL42445,train
lap,MAL42446,train
lap,MAL42447,train
lap,MAL42448,validation
lap,MAL42449,train
lap,MAL42451,train
lap,MAL42454,train
lap,MAL42455,validation
lap,MAL42456,train
lap,MAL42457,validation
lap,MAL42458,train
lap,MAL42460,validation
lap,MAL42461,train
lap,MAL42463,train
lap,MAL42465,train
lap,MAL42466,train
lap,MAL42468,train
lap,MAL42476,train
lap,MAL42481,train
lap,MAL42482,train
lap,MAL42483,train
lap,MAL42484,test
lap,MAL42485,train
lap,MAL42487,train
lap,MAL42488,train
lap,MAL42490,train
lap,MAL42491,train
lap,MAL42500,train
lap,MAL42501,train
lap,MAL42506,train
lap,MAL42507,train
lap,MAL42509,train
lap,MAL42513,train
lap,MAL42514,train
lap,MAL42516,train
lap,MAL42517,train
lap,MAL42519,validation
lap,MAL42522,train
lap,MAL42526,train
lap,MAL42540,train
lap,MAL42544,train
lap,MAL42547,test
lap,MAL42549,test
lap,MAL42550,test
lap,MAL42562,train
lap,MAL42563,train
lap,MAL42568,train
lap,MAL42571,train
lap,MAL42576,train
lap,MAL42585,train
lap,MAL42587,validation
lap,MAL42590,test
lap,MAL42591,train
lap,MAL42592,train
lap,MAL42593,train
lap,MAL42600,train
lap,MAL42601,test
lap,MAL42602,train
lap,MAL42603,train
lap,MAL42612,train
lap,MAL42616,train
lap,MAL42617,train
lap,MAL42618,test
lap,MAL42619,train
lap,MAL42625,train
lap,MAL42627,train
lap,MAL42628,test
lap,MAL42629,train
lap,MAL42632,train
lap,MAL42636,train
lap,MAL42637,train
lap,MAL42638,train
lap,MAL42639,train
lap,MAL42640,train
lap,MAL42641,train
lap,MAL42645,train
lap,MAL42646,train
lap,MAL42649,train
lap,MAL42650,train
lap,MAL42653,train
lap,MAL42654,validation
lap,MAL42656,train
lap,MAL42657,train
lap,MAL42658,train
lap,MAL42660,train
lap,MAL42662,train
lap,MAL42663,train
lap,MAL42666,validation
lap,MAL42667,train
lap,MAL42668,validation
lap,MAL42670,train
lap,MAL42672,train
lap,MAL42673,train
lap,MAL42681,train
lap,MAL42682,train
lap,MAL42690,train
lap,MAL42697,test
lap,MAL42698,test
lap,MAL42703,train
lap,MAL42714,test
lap,MAL42717,train
lap,MAL42722,train
lap,MAL42723,train
lap,MAL42725,train
lap,MAL42726,validation
lap,MAL42729,train
lap,MAL42731,test
lap,MAL42733,train
lap,MAL42736,test
lap,MAL42737,train
lap,MAL42740,validation
lap,MAL42744,train
lap,MAL42745,train
lap,MAL42748,train
lap,MAL42749,train
lap,MAL42750,train
lap,MAL42753,train
lap,MAL42754,validation
lap,MAL42756,test
lap,MAL42757,test
lap,MAL42760,validation
lap,MAL42761,train
lap,MAL42762,test
lap,MAL42765,train
lap,MAL42766,validation
lap,MAL42767,train
lap,MAL42768,train
lap,MAL42774,train
lap,MAL42776,train
lap,MAL42780,train
lap,MAL42783,train
lap,MAL42784,validation
lap,MAL42785,train
lap,MAL42786,validation
lap,MAL42787,train
lap,MAL42791,train
lap,MAL42792,validation
lap,MAL42793,validation
lap,MAL42794,train
lap,MAL42797,train
lap,MAL42798,train
lap,MAL42799,train
lap,MAL42800,validation
lap,MAL42801,train
lap,MAL42802,train
lap,MAL42803,train
lap,MAL42804,train
lap,MAL42805,train
lap,MAL42807,train
lap,MAL42808,train
lap,MAL42809,train
lap,MAL42811,train
lap,MAL42812,train
lap,MAL42815,train
lap,MAL42820,test
lap,MAL42822,train
lap,MAL42825,train
lap,MAL42826,train
lap,MAL42829,train
lap,MAL42831,train
lap,MAL42832,train
lap,MAL42834,train
lap,MAL42835,train
lap,MAL42836,train
lap,MAL42837,train
lap,MAL42838,train
lap,MAL42840,train
lap,MAL42842,train
lap,MAL42843,train
lap,MAL42844,train
lap,MAL42845,validation
lap,MAL42846,validation
lap,MAL42847,test
lap,MAL42848,train
lap,MAL42852,test
lap,MAL42853,train
lap,MAL42854,validation
lap,MAL42855,train
lap,MAL42862,train
lap,MAL42863,test
lap,MAL42865,train
lap,MAL42867,train
lap,MAL42870,test
lap,MAL42872,train
lap,MAL42873,train
lap,MAL42875,train
lap,MAL42876,train
lap,MAL42880,train
lap,MAL42882,train
lap,MAL42883,train
lap,MAL42885,test
lap,MAL42886,train
lap,MAL42887,train
lap,MAL42888,train
lap,MAL42889,train
lap,MAL42890,train
lap,MAL42892,train
lap,MAL42893,train
lap,MAL42894,train
lap,MAL42895,train
lap,MAL42896,train
lap,MAL42897,validation
lap,MAL42898,train
lap,MAL42899,train
lap,MAL42903,train
lap,MAL42906,train
lap,MAL42908,train
lap,MAL42909,test
lap,MAL42910,train
lap,MAL42911,train
lap,MAL42913,train
lap,MAL42914,test
lap,MAL42916,train
lap,MAL42919,train
lap,MAL42922,train
lap,MAL42923,train
lap,MAL42925,train
lap,MAL42935,train
lap,MAL42938,train
lap,MAL42940,train
lap,MAL42941,train
lap,MAL42946,train
lap,MAL42947,train
lap,MAL42948,test
lap,MAL42949,train
lap,MAL42950,train
lap,MAL42952,train
lap,MAL42954,validation
lap,MAL42955,train
lap,MAL42956,test
lap,MAL42958,test
lap,MAL42959,train
lap,MAL42962,validation
lap,MAL42963,train
lap,MAL42966,train
lap,MAL42967,train
lap,MAL42969,train
lap,MAL42971,train
lap,MAL42972,train
lap,MAL42976,train
lap,MAL42979,train
lap,MAL42981,validation
lap,MAL42984,train
lap,MAL42985,train
lap,MAL42988,test
lap,MAL42989,train
lap,MAL42990,test
lap,MAL42994,train
lap,MAL42995,train
lap,MAL42996,train
lap,MAL42998,validation
lap,MAL43001,train
lap,MAL43004,train
lap,MAL43005,train
lap,MAL43007,test
lap,MAL43011,validation
lap,MAL43013,train
lap,MAL43015,train
lap,MAL43016,test
lap,MAL43020,validation
lap,MAL43043,train
lap,MAL43196,train
lap,MAL43201,train
lap,MAL43203,train
lap,MAL43204,train
lap,MAL43205,train
lap,MAL43206,test
lap,MAL43207,train
lap,MAL43208,train
lap,MAL43212,train
lap,MAL43213,test
lap,MAL43214,train
lap,MAL43215,train
lap,MAL43216,train
lap,MAL43217,test
lap,MAL43218,train
lap,MAL43219,train
lap,MAL43220,train
lap,MAL43221,train
lap,MAL43222,train
lap,MAL43224,test
lap,MAL43225,train
lap,MAL43226,train
lap,MAL43227,train
lap,MAL43228,validation
lap,MAL43229,train
lap,MAL43231,test
lap,MAL43232,train
lap,MAL43233,test
lap,MAL43235,train
lap,MAL43236,test
lap,MAL43237,validation
lap,MAL43238,train
lap,MAL43239,validation
lap,MAL43241,train
lap,MAL43242,train
lap,MAL43243,train
lap,MAL43244,train
lap,MAL43245,train
lap,MAL43246,validation
lap,MAL43248,test
lap,MAL43249,train
lap,MAL43250,train
lap,MAL43252,train
lap,MAL43253,train
lap,MAL43255,train
lap,MAL43256,train
lap,MAL43257,validation
lap,MAL43258,validation
lap,MAL43259,test
lap,MAL43260,test
lap,MAL43261,train
lap,MAL43262,validation
lap,MAL43263,train
lap,MAL43264,train
lap,MAL43265,train
lap,MAL43266,train
lap,MAL43267,test
lap,MAL43269,train
lap,MAL43270,train
lap,MAL43271,train
lap,MAL43272,test
lap,MAL43273,train
lap,MAL43274,train
lap,MAL43275,train
lap,MAL43276,train
lap,MAL43277,train
lap,MAL43278,train
lap,MAL43279,test
lap,MAL43280,validation
lap,MAL43281,test
lap,MAL43282,train
lap,MAL43283,test
lap,MAL43284,test
lap,MAL43286,train
lap,MAL43287,train
lap,MAL43288,test
lap,MAL43291,train
lap,MAL43292,train
lap,MAL43293,train
lap,MAL43297,test
lap,MAL43299,train
lap,MAL43303,validation
lap,MAL43305,train
lap,MAL43308,train
lap,MAL43309,train
lap,MAL43311,train
lap,MAL43312,train
lap,MAL43313,train
lap,MAL43314,test
lap,MAL43316,train
lap,MAL43317,train
lap,MAL43318,train
lap,MAL43319,train
lap,MAL43320,train
lap,MAL43321,train
lap,MAL43322,train
lap,MAL43323,train
lap,MAL43325,train
lap,MAL43333,train
lap,MAL43340,train
lap,MAL43341,train
lap,MAL43342,validation
lap,MAL43343,test
lap,MAL43344,train
lap,MAL43345,train
lap,MAL43346,test
lap,MAL43347,train
lap,MAL43348,train
lap,MAL43349,train
lap,MAL43350,test
lap,MAL43351,train
lap,MAL43352,train
lap,MAL43353,test
lap,MAL43354,train
lap,MAL43356,test
lap,MAL43357,train
lap,MAL43358,test
lap,MAL43359,train
lap,MAL43360,train
lap,MAL43361,train
lap,MAL43362,test
lap,MAL43363,train
lap,MAL43364,train
lap,MAL43365,test
lap,MAL43366,validation
lap,MAL43367,validation
lap,MAL43368,validation
lap,MAL43369,train
lap,MAL43370,train
lap,MAL43371,train
lap,MAL43372,train
lap,MAL43373,train
lap,MAL43374,train
lap,MAL43375,test
lap,MAL43376,test
lap,MAL43378,validation
lap,MAL43379,train
lap,MAL43380,train
lap,MAL43381,train
lap,MAL43382,train
lap,MAL43383,test
lap,MAL43384,train
lap,MAL43386,test
lap,MAL43387,test
lap,MAL43389,train
lap,MAL43390,train
lap,MAL43391,train
lap,MAL43392,train
lap,MAL43393,train
lap,MAL43394,validation
lap,MAL43395,train
lap,MAL43396,validation
lap,MAL43397,train
lap,MAL43398,train
lap,MAL43399,train
lap,MAL43400,validation
lap,MAL43401,train
lap,MAL43402,validation
lap,MAL43403,train
lap,MAL43404,test
lap,MAL43405,train
lap,MAL43406,train
lap,MAL43407,train
lap,MAL43409,train
lap,MAL43410,train
lap,MAL43411,train
lap,MAL43412,train
lap,MAL43413,train
lap,MAL43415,train
lap,MAL43416,train
lap,MAL43417,validation
lap,MAL43418,train
lap,MAL43419,validation
lap,MAL43426,train
lap,MAL43428,train
lap,MAL43429,train
lap,MAL43430,validation
lap,MAL43431,train
lap,MAL43432,train
lap,MAL43433,test
lap,MAL43434,test
lap,MAL43435,train
lap,MAL43438,train
lap,MAL43439,train
lap,MAL43444,validation
lap,MAL43446,train
lap,MAL43447,train
lap,MAL43448,test
lap,MAL43449,test
lap,MAL43450,train
lap,MAL43454,train
lap,MAL43455,train
lap,MAL43456,train
lap,MAL43457,train
lap,MAL43458,train
lap,MAL43459,train
lap,MAL43460,validation
lap,MAL43461,train
lap,MAL43462,train
lap,MAL43463,train
lap,MAL43464,train
lap,MAL43465,train
lap,MAL43466,test
lap,MAL43467,train
lap,MAL43469,train
lap,MAL43470,validation
lap,MAL43476,train
lap,MAL43481,train
lap,MAL43482,validation
lap,MAL43483,test
lap,MAL43485,validation
lap,MAL43488,train
lap,MAL43489,train
lap,MAL43490,train
lap,MAL43491,train
lap,MAL43492,train
lap,MAL43493,train
lap,MAL43494,train
lap,MAL43495,test
lap,MAL43496,train
lap,MAL43497,test
lap,MAL43498,train
lap,MAL43499,train
lap,MAL43501,test
lap,MAL43502,train
lap,MAL43503,train
lap,MAL43504,train
lap,MAL43505,test
lap,MAL43506,train
lap,MAL43508,train
lap,MAL43509,train
lap,MAL43510,validation
lap,MAL43511,train
lap,MAL43512,train
lap,MAL43513,train
lap,MAL43514,test
lap,MAL43515,test
lap,MAL43516,train
lap,MAL43517,train
lap,MAL43518,train
lap,MAL43519,train
lap,MAL43520,train
lap,MAL43521,validation
lap,MAL43523,validation
lap,MAL43525,train
lap,MAL43526,test
lap,MAL43531,test
lap,MAL43532,test
lap,MAL43533,train
lap,MAL43534,train
lap,MAL43536,train
lap,MAL43537,validation
lap,MAL43538,train
lap,MAL43539,train
lap,MAL43540,train
lap,MAL43541,train
lap,MAL43542,validation
lap,MAL43543,test
lap,MAL43544,train
lap,MAL43545,train
lap,MAL43546,train
lap,MAL43548,train
lap,MAL43550,train
lap,MAL43551,train
lap,MAL43552,train
lap,MAL43555,train
lap,MAL43556,train
lap,MAL43564,train
lap,MAL43565,train
lap,MAL43566,train
lap,MAL43567,validation
lap,MAL43568,train
lap,MAL43569,train
lap,MAL43570,train
lap,MAL43571,train
lap,MAL43572,train
lap,MAL43573,train
lap,MAL43577,test
lap,MAL43578,train
lap,MAL43579,train
lap,MAL43580,train
lap,MAL43581,train
lap,MAL43582,train
lap,MAL43583,validation
lap,MAL43584,train
lap,MAL43586,train
lap,MAL43587,validation
lap,MAL43590,train
lap,MAL43591,validation
lap,MAL43592,validation
lap,MAL43593,train
lap,MAL43594,train
lap,MAL43595,train
lap,MAL43596,test
lap,MAL43597,train
lap,MAL43600,validation
lap,MAL43601,train
lap,MAL43602,train
lap,MAL43603,train
lap,MAL43605,train
lap,MAL43606,train
lap,MAL43607,train
lap,MAL43608,test
lap,MAL43609,validation
lap,MAL43610,test
lap,MAL43611,validation
lap,MAL43612,validation
lap,MAL43613,test
lap,MAL43614,validation
lap,MAL43615,train
lap,MAL43616,train
lap,MAL43617,train
lap,MAL43619,validation
lap,MAL43620,test
lap,MAL43621,test
lap,MAL43622,test
lap,MAL43623,train
lap,MAL43624,train
lap,MAL43625,test
lap,MAL43626,train
lap,MAL43627,train
lap,MAL43628,test
lap,MAL43629,test
lap,MAL43632,validation
lap,MAL43633,train
lap,MAL43634,test
lap,MAL43636,train
lap,MAL43638,train
lap,MAL43639,test
lap,MAL43640,train
lap,MAL43642,train
lap,MAL43643,train
lap,MAL43644,train
lap,MAL43646,train
lap,MAL43647,train
lap,MAL43648,train
lap,MAL43649,test
lap,MAL43650,test
lap,MAL43652,train
lap,MAL43653,train
lap,MAL43655,test
lap,MAL43656,train
lap,MAL43657,train
lap,MAL43658,test
lap,MAL43659,train
lap,MAL43660,train
lap,MAL43661,train
lap,MAL43662,train
lap,MAL43663,validation
lap,MAL43664,test
lap,MAL43665,train
lap,MAL43666,train
lap,MAL43667,validation
lap,MAL43668,train
lap,MAL43669,test
lap,MAL43670,train
lap,MAL43671,test
lap,MAL43672,train
lap,MAL43673,train
lap,MAL43674,test
lap,MAL43675,train
lap,MAL43676,train
lap,MAL43677,train
lap,MAL43678,train
lap,MAL43679,train
lap,MAL43680,train
lap,MAL43681,test
lap,MAL43682,test
lap,MAL43683,train
lap,MAL43684,train
lap,MAL43688,train
lap,MAL43689,train
lap,MAL43690,validation
lap,MAL43691,test
lap,MAL43692,test
lap,MAL43693,train
lap,MAL43694,train
lap,MAL43696,train
lap,MAL43697,test
lap,MAL43702,train
lap,MAL43703,train
lap,MAL43704,train
lap,MAL43711,validation
lap,MAL43712,test
lap,MAL43722,validation
lap,MAL43727,test
lap,MAL43729,train
lap,MAL43735,test
lap,MAL43739,train
lap,MAL43741,validation
lap,MAL43745,validation
lap,MAL43746,train
lap,MAL43751,train
lap,MAL43755,train
lap,MAL43756,validation
lap,MAL43760,test
lap,MAL43761,validation
lap,MAL43762,train
lap,MAL43763,validation
lap,MAL43767,train
lap,MAL43768,validation
lap,MAL43769,test
lap,MAL43771,validation
lap,MAL43772,train
lap,MAL43774,train
lap,MAL43775,train
lap,MAL43778,train
lap,MAL43779,train
lap,MAL43780,test
lap,MAL43787,train
lap,MAL43791,train
lap,MAL43793,train
lap,MAL43794,test
lap,MAL43795,train
lap,MAL43796,train
lap,MAL43797,train
lap,MAL43798,train
lap,MAL43799,train
lap,MAL43800,train
lap,MAL43801,train
lap,MAL43802,train
lap,MAL43803,validation
lap,MAL43804,train
lap,MAL43805,train
lap,MAL43806,test
lap,MAL43807,train
lap,MAL43808,test
lap,MAL43809,test
lap,MAL43810,train
lap,MAL43814,train
lap,MAL43816,train
lap,MAL43817,test
lap,MAL43818,train
lap,MAL43819,train
lap,MAL43820,train
lap,MAL43821,validation
lap,MAL43822,train
lap,MAL43823,train
lap,MAL43825,train
lap,MAL43826,train
lap,MAL43827,test
lap,MAL43828,train
lap,MAL43829,test
lap,MAL43830,train
lap,MAL43831,train
lap,MAL43832,train
lap,MAL43834,train
lap,MAL43836,train
lap,MAL43837,train
lap,MAL43838,validation
lap,MAL43839,validation
lap,MAL43840,train
lap,MAL43841,train
lap,MAL43842,test
lap,MAL43843,train
lap,MAL43844,train
lap,MAL43845,train
lap,MAL43846,train
lap,MAL43847,validation
lap,MAL43848,train
lap,MAL43849,test
lap,MAL43850,train
lap,MAL43851,train
lap,MAL43852,train
lap,MAL43853,train
lap,MAL43854,train
lap,MAL43856,train
lap,MAL43857,train
lap,MAL43858,train
lap,MAL43859,test
lap,MAL43860,test
lap,MAL43861,train
lap,MAL43863,train
lap,MAL43864,train
lap,MAL43866,train
lap,MAL43867,train
lap,MAL43868,test
lap,MAL43871,train
lap,MAL43872,train
lap,MAL43875,train
lap,MAL43877,train
lap,MAL43878,train
lap,MAL43879,test
lap,MAL43881,train
lap,MAL43882,test
lap,MAL43883,train
lap,MAL43884,train
lap,MAL43885,train
lap,MAL43887,train
lap,MAL43888,train
lap,MAL43889,train
lap,MAL43891,train
lap,MAL43892,test
lap,MAL43893,test
lap,MAL43894,validation
lap,MAL43895,train
lap,MAL43896,train
lap,MAL43897,train
lap,MAL43898,test
lap,MAL43899,train
lap,MAL43901,test
lap,MAL43903,train
lap,MAL43904,train
lap,MAL43906,train
lap,MAL43907,train
lap,MAL43908,train
lap,MAL43909,train
lap,MAL43910,train
lap,MAL43911,train
lap,MAL43912,train
lap,MAL43913,train
lap,MAL43914,validation
lap,MAL43915,train
lap,MAL43916,train
lap,MAL43917,train
lap,MAL43918,train
lap,MAL43919,validation
lap,MAL43920,train
lap,MAL43922,train
lap,MAL43924,test
lap,MAL43925,train
lap,MAL43927,train
lap,MAL43928,train
lap,MAL43929,test
lap,MAL43930,train
lap,MAL43931,validation
lap,MAL43933,test
lap,MAL43934,train
lap,MAL43935,train
lap,MAL43936,validation
lap,MAL43937,train
lap,MAL43938,train
lap,MAL43939,train
lap,MAL43941,train
lap,MAL43942,train
lap,MAL43943,train
lap,MAL43944,train
lap,MAL43945,train
lap,MAL43946,test
lap,MAL43947,train
lap,MAL43948,train
lap,MAL43949,validation
lap,MAL43950,test
lap,MAL43951,test
lap,MAL43952,test
lap,MAL43953,train
lap,MAL43954,test
lap,MAL43955,test
lap,MAL43956,train
lap,MAL43958,validation
lap,MAL43959,train
lap,MAL43960,validation
lap,MAL43961,train
lap,MAL43962,test
lap,MAL43964,train
lap,MAL43965,train
lap,MAL43966,train
lap,MAL43967,train
lap,MAL43968,train
lap,MAL43969,train
lap,MAL43970,train
lap,MAL43975,train
lap,MAL43976,train
lap,MAL43977,train
lap,MAL43979,train
lap,MAL43982,validation
lap,MAL43983,train
lap,MAL43984,train
lap,MAL43985,test
lap,MAL43986,train
lap,MAL43987,train
lap,MAL43988,validation
lap,MAL43989,train
lap,MAL43990,train
lap,MAL43991,train
lap,MAL43992,train
lap,MAL43993,train
lap,MAL43994,test
lap,MAL43995,train
lap,MAL43996,train
lap,MAL43997,train
lap,MAL43998,train
lap,MAL43999,train
lap,MAL44000,train
lap,MAL44001,train
lap,MAL44002,train
lap,MAL44003,train
lap,MAL44004,train
lap,MAL44005,train
lap,MAL44006,train
lap,MAL44007,train
lap,MAL44008,test
lap,MAL44009,train
lap,MAL44010,train
lap,MAL44011,train
lap,MAL44012,train
lap,MAL44013,train
lap,MAL44014,train
lap,MAL44015,train
lap,MAL44016,train
lap,MAL44017,train
lap,MAL44018,train
lap,MAL44019,train
lap,MAL44020,train
lap,MAL44021,train
lap,MAL44025,train
lap,MAL44026,train
lap,MAL44031,train
lap,MAL44032,validation
lap,MAL44033,test
lap,MAL44035,train
lap,MAL44037,test
lap,MAL44040,train
lap,MAL44041,train
lap,MAL44042,test
lap,MAL44044,train
lap,MAL44046,train
lap,MAL44047,train
lap,MAL44048,train
lap,MAL44053,train
lap,MAL44055,validation
lap,MAL44056,validation
lap,MAL44059,train
lap,MAL44060,train
lap,MAL44061,train
lap,MAL44062,train
lap,MAL44063,train
lap,MAL44064,test
lap,MAL44065,train
lap,MAL44067,train
lap,MAL44068,test
lap,MAL44069,test
lap,MAL44070,test
lap,MAL44071,train
lap,MAL44072,train
lap,MAL44073,train
