sample_id,decision,tags,note
van00131,keep,,
van00132,keep,,
van00133,keep,,
van00134,keep,,
van00135,keep,,
van00136,keep,,
van00137,keep,,
van00138,keep,,
van00139,keep,,
van00140,keep,,
van00141,keep,,
van00142,keep,,
van00143,keep,,
van00144,keep,,
van00145,keep,,
van00146,keep,,
van00147,keep,,
van00148,keep,,
van00149,keep,,
van00150,keep,,
van00151,keep,,
van00152,keep,,
van00153,keep,,
van00154,keep,,
van00155,keep,,
van00156,keep,,
van00157,keep,,
van00158,keep,,
van00159,keep,,
van00160,keep,,
van00161,keep,,
van00162,keep,,
van00163,keep,,
van00164,keep,,
van00165,keep,,
van00166,keep,,
van00167,keep,,
van00168,keep,,
van00169,keep,,
van00170,keep,,
van00171,keep,,
van00172,keep,,
van00173,keep,,
van00174,keep,,
van00175,keep,,
van00176,keep,,
van00177,keep,,
van00178,keep,,
van00179,keep,,
van00180,keep,,
van00181,keep,,
van00182,keep,,
van00183,keep,,
van00184,keep,,
van00185,keep,,
van00186,keep,,
van00187,keep,,
van00188,keep,,
van00189,keep,,
van00190,keep,,
van00191,keep,,
van00192,keep,,
van00193,keep,,
van00194,keep,,
van00195,keep,,
van00196,keep,,
van00197,keep,,
van00198,keep,,
van00199,keep,,
van00200,keep,,
van00201,keep,,
van00202,keep,,
van00203,keep,,
van00204,keep,,
van00205,keep,,
van00206,keep,,
van00207,keep,,
van00208,keep,,
van00209,keep,,
van00210,keep,,
van00211,keep,,
van00212,keep,,
van00213,keep,,
van00214,keep,,
van00215,keep,,
van00216,keep,,
van00217,keep,,
van00218,keep,,
van00219,keep,,
van00220,keep,,
van00221,keep,,
van00222,keep,,
van00223,keep,,
van00224,keep,,
van00225,keep,,
van00226,keep,,
van00227,keep,,
van00228,keep,,
van00229,keep,,
van00230,keep,,
van00231,reject,,负样本中混入疑似人脸区域，存在标签冲突
van00232,keep,,
van00233,keep,,
van00234,keep,,
van00235,keep,,
van00236,keep,,
van00237,keep,,
van00238,keep,,
van00239,keep,,
tep00000,reject,,错误框，主体为画面线条及人物局部，未形成完整人脸
tep00001,keep,,
tep00002,keep,,
tep00003,keep,,
tep00004,reject,,侧脸被裁切，面部主要区域不完整
tep00005,keep,,
tep00006,keep,,
tep00007,keep,,
tep00008,keep,,
tep00009,keep,,
tep00010,keep,,
tep00011,keep,,
tep00012,keep,,
tep00013,keep,,
tep00014,reject,,头发遮挡且面部被截断，仅保留局部五官
tep00015,keep,,
tep00016,keep,,
tep00017,keep,,
tep00018,keep,,
tep00019,keep,,
tep00020,keep,,
tep00021,keep,,
tep00022,keep,,
tep00023,keep,,
tep00024,keep,,
tep00025,keep,,
tep00026,keep,,
tep00027,keep,,
tep00028,keep,,
tep00029,keep,,
tep00030,keep,,
tep00031,keep,,
tep00032,keep,,
tep00033,keep,,
tep00034,keep,,
tep00035,keep,,
tep00036,keep,,
tep00037,keep,,
tep00038,keep,,
tep00039,keep,,
tep00040,keep,,
tep00041,keep,,
tep00042,keep,,
tep00043,keep,,
tep00044,keep,,
tep00045,keep,,
tep00046,keep,,
tep00047,keep,,
tep00048,keep,,
tep00049,keep,,
tep00050,keep,,
tep00051,keep,,
tep00052,keep,,
tep00053,keep,,
tep00054,keep,,
tep00055,keep,,
tep00056,keep,,
tep00057,keep,,
tep00058,keep,,
tep00059,keep,,
tep00060,keep,,
tep00061,keep,,
tep00062,keep,,
tep00063,keep,,
tep00064,keep,,
tep00065,keep,,
tep00066,keep,,
tep00067,keep,,
tep00068,reject,,画面过浅，五官难以辨认
tep00069,reject,,错误框，混入画面边框，未准确截取完整人脸
tep00070,keep,,
tep00071,keep,,
tep00072,keep,,
tep00073,keep,,
tep00074,keep,,
tep00075,keep,,
tep00076,keep,,
tep00077,keep,,
tep00078,keep,,
tep00079,keep,,
tep00080,keep,,
tep00081,keep,,
tep00082,keep,,
tep00083,keep,,
tep00084,keep,,
tep00085,keep,,
tep00086,keep,,
tep00087,keep,,
tep00088,keep,,
tep00089,keep,,
tep00090,reject,,图像模糊、对比度低，面部结构难以辨认
tep00091,keep,,
tep00092,keep,,
tep00093,keep,,
tep00094,keep,,
tep00095,keep,,
tep00096,keep,,
tep00097,keep,,
tep00098,keep,,
tep00099,keep,,
tep00100,keep,,
tep00101,keep,,
tep00102,keep,,
tep00103,keep,,
tep00104,keep,,
tep00105,keep,,
tep00106,keep,,
tep00107,keep,,
tep00108,keep,,
tep00109,keep,,
tep00110,keep,,
tep00111,keep,,
tep00112,keep,,
tep00113,keep,,
tep00114,keep,,
tep00115,keep,,
tep00116,keep,,
tep00117,keep,,
tep00118,keep,,
tep00119,keep,,
tep00120,keep,,
tep00121,keep,,
tep00122,keep,,
tep00123,keep,,
tep00124,keep,,
tep00125,keep,,
tep00126,keep,,
tep00127,keep,,
tep00128,keep,,
tep00129,keep,,
tep00130,keep,,
tep00131,keep,,
tep00132,keep,,
tep00133,keep,,
tep00134,keep,,
tep00135,keep,,
tep00136,keep,,
tep00137,keep,,
tep00138,keep,,
tep00139,keep,,
tep00140,keep,,
tep00141,keep,,
tep00142,keep,,
tep00143,keep,,
tep00144,keep,,
tep00145,keep,,
tep00146,keep,,
tep00147,keep,,
tep00148,keep,,
tep00149,keep,,
tep00150,keep,,
tep00151,keep,,
tep00152,keep,,
tep00153,keep,,
tep00154,reject,,仅截取侧脸局部，面部不完整
tep00155,keep,,
tep00156,keep,,
tep00157,keep,,
tep00158,keep,,
tep00159,keep,,
tep00160,keep,,
tep00161,keep,,
tep00162,keep,,
tep00163,keep,,
tep00164,keep,,
tep00165,keep,,
tep00166,keep,,
tep00167,keep,,
tep00168,keep,,
tep00169,keep,,
tep00170,keep,,
tep00171,keep,,
tep00172,keep,,
tep00173,keep,,
tep00174,keep,,
tep00175,keep,,
tep00176,keep,,
tep00177,keep,,
tep00178,keep,,
tep00179,keep,,
tep00180,keep,,
tep00181,reject,,大面积深色遮挡，面部关键区域缺失
tep00182,keep,,
tep00183,keep,,
tep00184,reject,,脸部位于裁剪边缘，主要五官未完整保留
tep00185,keep,,
tep00186,keep,,
tep00187,keep,,
tep00188,keep,,
tep00189,keep,,
tep00190,keep,,
tep00191,keep,,
tep00192,keep,,
tep00193,keep,,
tep00194,keep,,
tep00195,keep,,
tep00196,keep,,
tep00197,keep,,
tep00198,keep,,
tep00199,keep,,
tep00200,keep,,
tep00201,keep,,
tep00202,keep,,
tep00203,keep,,
tep00204,keep,,
tep00205,keep,,
tep00206,keep,,
tep00207,keep,,
tep00208,keep,,
tep00209,keep,,
tep00210,keep,,
tep00211,keep,,
tep00212,keep,,
tep00213,keep,,
tep00214,keep,,
tep00215,keep,,
tep00216,keep,,
tep00217,keep,,
tep00218,keep,,
tep00219,keep,,
tep00220,keep,,
tep00221,keep,,
tep00222,keep,,
tep00223,keep,,
tep00224,keep,,
tep00225,keep,,
tep00226,keep,,
tep00227,keep,,
tep00228,keep,,
tep00229,keep,,
tep00230,keep,,
tep00231,reject,,错误框，非面部内容占比过高，脸部不完整
tep00232,keep,,
tep00233,keep,,
tep00234,keep,,
tep00235,keep,,
tep00236,keep,,
tep00237,keep,,
tep00238,keep,,
tep00239,reject,,裁剪范围偏移，面部五官被截断
tep00240,keep,,
tep00241,keep,,
tep00242,keep,,
tep00243,keep,,
tep00244,keep,,
tep00245,keep,,
tep00246,keep,,
tep00247,keep,,
tep00248,keep,,
tep00249,keep,,
tep00250,keep,,
tep00251,keep,,
tep00252,keep,,
tep00253,keep,,
tep00254,keep,,
tep00255,keep,,
tep00256,keep,,
tep00257,keep,,
tep00258,keep,,
tep00259,keep,,
tep00260,keep,,
tep00261,keep,,
tep00262,keep,,
tep00263,keep,,
tep00264,keep,,
tep00265,keep,,
tep00266,keep,,
tep00267,keep,,
tep00268,keep,,
tep00269,keep,,
tep00270,keep,,
tep00271,keep,,
tep00272,keep,,
tep00273,keep,,
tep00274,keep,,
tep00275,keep,,
tep00276,keep,,
tep00277,keep,,
tep00278,keep,,
tep00279,keep,,
tep00280,keep,,
tep00281,keep,,
tep00282,keep,,
tep00283,keep,,
tep00284,keep,,
tep00285,keep,,
tep00286,keep,,
tep00287,keep,,
tep00288,keep,,
tep00289,keep,,
tep00290,keep,,
tep00291,keep,,
tep00292,reject,,侧脸轮廓不完整，五官不足以确认完整人脸
tep00293,keep,,
tep00294,keep,,
tep00295,keep,,
tep00296,keep,,
tep00297,keep,,
tep00298,keep,,
tep00299,keep,,
tep00300,keep,,
tep00301,keep,,
tep00302,keep,,
tep00303,keep,,
tep00304,keep,,
tep00305,keep,,
tep00306,keep,,
tep00307,keep,,
tep00308,keep,,
tep00309,keep,,
tep00310,keep,,
tep00311,keep,,
tep00312,keep,,
tep00313,keep,,
tep00314,keep,,
tep00315,keep,,
tep00316,keep,,
tep00317,keep,,
tep00318,keep,,
tep00319,keep,,
tep00320,keep,,
tep00321,keep,,
tep00322,keep,,
tep00323,reject,,仅保留眼部及周边区域，非完整人脸
tep00324,keep,,
tep00325,keep,,
tep00326,keep,,
tep00327,keep,,
tep00328,keep,,
tep00329,keep,,
tep00330,keep,,
tep00331,keep,,
tep00332,keep,,
tep00333,keep,,
tep00334,keep,,
tep00335,keep,,
tep00336,keep,,
tep00337,keep,,
tep00338,keep,,
tep00339,keep,,
tep00340,keep,,
tep00341,reject,,仅保留局部眼部和面部轮廓，非完整人脸
tep00342,keep,,
tep00343,keep,,
tep00344,reject,,仅保留嘴部及部分面部，脸部被裁切
tep00345,keep,,
tep00346,keep,,
tep00347,keep,,
tep00348,keep,,
tep00349,keep,,
tep00350,keep,,
tep00351,keep,,
tep00352,keep,,
tep00353,keep,,
tep00354,keep,,
tep00355,keep,,
tep00356,keep,,
tep00357,keep,,
tep00358,keep,,
tep00359,reject,,面部被裁切并混入边框，五官不完整
ten00000,keep,,
ten00001,keep,,
ten00002,keep,,
ten00003,keep,,
ten00004,reject,,负样本中出现疑似动漫人物脸部及五官，存在标签冲突
ten00005,keep,,
ten00006,keep,,
ten00007,keep,,
ten00008,keep,,
ten00009,keep,,
ten00010,keep,,
ten00011,keep,,
ten00012,keep,,
ten00013,keep,,
ten00014,keep,,
ten00015,keep,,
ten00016,keep,,
ten00017,reject,,负样本包含可辨认的人脸，存在标签冲突
ten00018,keep,,
ten00019,keep,,
ten00020,keep,,
ten00021,keep,,
ten00022,keep,,
ten00023,keep,,
ten00024,keep,,
ten00025,keep,,
ten00026,keep,,
ten00027,keep,,
ten00028,keep,,
ten00029,keep,,
ten00030,keep,,
ten00031,keep,,
ten00032,keep,,
ten00033,keep,,
ten00034,keep,,
ten00035,keep,,
ten00036,keep,,
ten00037,keep,,
ten00038,keep,,
ten00039,keep,,
ten00040,keep,,
ten00041,keep,,
ten00042,keep,,
ten00043,keep,,
ten00044,keep,,
ten00045,keep,,
ten00046,keep,,
ten00047,keep,,
ten00048,keep,,
ten00049,keep,,
ten00050,keep,,
ten00051,keep,,
ten00052,keep,,
ten00053,keep,,
ten00054,keep,,
ten00055,keep,,
ten00056,keep,,
ten00057,keep,,
ten00058,keep,,
ten00059,keep,,
ten00060,keep,,
ten00061,keep,,
ten00062,keep,,
ten00063,keep,,
ten00064,keep,,
ten00065,keep,,
ten00066,keep,,
ten00067,keep,,
ten00068,keep,,
ten00069,keep,,
ten00070,keep,,
ten00071,keep,,
ten00072,keep,,
ten00073,keep,,
ten00074,keep,,
ten00075,keep,,
ten00076,keep,,
ten00077,keep,,
ten00078,keep,,
ten00079,keep,,
ten00080,keep,,
ten00081,keep,,
ten00082,keep,,
ten00083,keep,,
ten00084,keep,,
ten00085,reject,,负样本包含疑似局部人脸，不能作为纯非脸样本
ten00086,keep,,
ten00087,keep,,
ten00088,keep,,
ten00089,keep,,
ten00090,keep,,
ten00091,keep,,
ten00092,keep,,
ten00093,keep,,
ten00094,keep,,
ten00095,keep,,
ten00096,keep,,
ten00097,keep,,
ten00098,keep,,
ten00099,keep,,
ten00100,keep,,
ten00101,keep,,
ten00102,keep,,
ten00103,keep,,
ten00104,keep,,
ten00105,keep,,
ten00106,keep,,
ten00107,keep,,
ten00108,keep,,
ten00109,keep,,
ten00110,keep,,
ten00111,keep,,
ten00112,keep,,
ten00113,keep,,
ten00114,keep,,
ten00115,keep,,
ten00116,keep,,
ten00117,keep,,
ten00118,keep,,
ten00119,keep,,
ten00120,keep,,
ten00121,keep,,
ten00122,keep,,
ten00123,keep,,
ten00124,keep,,
ten00125,keep,,
ten00126,keep,,
ten00127,keep,,
ten00128,keep,,
ten00129,reject,,负样本包含人物头部和面部区域，存在标签冲突
ten00130,keep,,
ten00131,keep,,
ten00132,reject,,负样本包含疑似脸部轮廓及五官，存在标签冲突
ten00133,keep,,
ten00134,keep,,
ten00135,keep,,
ten00136,keep,,
ten00137,keep,,
ten00138,keep,,
ten00139,keep,,
ten00140,keep,,
ten00141,keep,,
ten00142,keep,,
ten00143,keep,,
ten00144,keep,,
ten00145,keep,,
ten00146,keep,,
ten00147,keep,,
ten00148,keep,,
ten00149,keep,,
ten00150,keep,,
ten00151,keep,,
ten00152,keep,,
ten00153,keep,,
ten00154,keep,,
ten00155,keep,,
ten00156,keep,,
ten00157,keep,,
ten00158,keep,,
ten00159,keep,,
ten00160,keep,,
ten00161,keep,,
ten00162,keep,,
ten00163,keep,,
ten00164,keep,,
ten00165,keep,,
ten00166,keep,,
ten00167,keep,,
ten00168,keep,,
ten00169,keep,,
ten00170,keep,,
ten00171,keep,,
ten00172,keep,,
ten00173,keep,,
ten00174,keep,,
ten00175,keep,,
ten00176,keep,,
ten00177,keep,,
ten00178,keep,,
ten00179,keep,,
ten00180,keep,,
ten00181,keep,,
ten00182,keep,,
ten00183,keep,,
ten00184,keep,,
ten00185,keep,,
ten00186,keep,,
ten00187,keep,,
ten00188,keep,,
ten00189,keep,,
ten00190,keep,,
ten00191,keep,,
ten00192,keep,,
ten00193,keep,,
ten00194,keep,,
ten00195,keep,,
ten00196,keep,,
ten00197,keep,,
ten00198,keep,,
ten00199,keep,,
ten00200,keep,,
ten00201,keep,,
ten00202,keep,,
ten00203,keep,,
ten00204,reject,,负样本包含可辨认的人脸，存在标签冲突
ten00205,keep,,
ten00206,keep,,
ten00207,keep,,
ten00208,keep,,
ten00209,keep,,
ten00210,keep,,
ten00211,keep,,
ten00212,keep,,
ten00213,keep,,
ten00214,keep,,
ten00215,keep,,
ten00216,keep,,
ten00217,keep,,
ten00218,keep,,
ten00219,keep,,
ten00220,keep,,
ten00221,keep,,
ten00222,keep,,
ten00223,keep,,
ten00224,keep,,
ten00225,keep,,
ten00226,keep,,
ten00227,keep,,
ten00228,keep,,
ten00229,keep,,
ten00230,keep,,
ten00231,keep,,
ten00232,keep,,
ten00233,keep,,
ten00234,keep,,
ten00235,keep,,
ten00236,keep,,
ten00237,keep,,
ten00238,keep,,
ten00239,keep,,
ten00240,keep,,
ten00241,keep,,
ten00242,keep,,
ten00243,keep,,
ten00244,keep,,
ten00245,keep,,
ten00246,keep,,
ten00247,keep,,
ten00248,keep,,
ten00249,keep,,
ten00250,keep,,
ten00251,keep,,
ten00252,keep,,
ten00253,keep,,
ten00254,keep,,
ten00255,keep,,
ten00256,keep,,
ten00257,keep,,
ten00258,keep,,
ten00259,keep,,
ten00260,keep,,
ten00261,keep,,
ten00262,keep,,
ten00263,keep,,
ten00264,keep,,
ten00265,keep,,
ten00266,keep,,
ten00267,keep,,
ten00268,keep,,
ten00269,keep,,
ten00270,keep,,
ten00271,keep,,
ten00272,keep,,
ten00273,keep,,
ten00274,keep,,
ten00275,keep,,
ten00276,keep,,
ten00277,keep,,
ten00278,keep,,
ten00279,keep,,
ten00280,keep,,
ten00281,keep,,
ten00282,keep,,
ten00283,keep,,
ten00284,keep,,
ten00285,keep,,
ten00286,keep,,
ten00287,keep,,
ten00288,keep,,
ten00289,keep,,
ten00290,keep,,
ten00291,keep,,
ten00292,keep,,
ten00293,keep,,
ten00294,keep,,
ten00295,keep,,
ten00296,keep,,
ten00297,keep,,
ten00298,keep,,
ten00299,keep,,
ten00300,keep,,
ten00301,keep,,
ten00302,keep,,
ten00303,keep,,
ten00304,keep,,
ten00305,keep,,
ten00306,keep,,
ten00307,keep,,
ten00308,keep,,
ten00309,keep,,
ten00310,keep,,
ten00311,keep,,
ten00312,keep,,
ten00313,keep,,
ten00314,keep,,
ten00315,keep,,
ten00316,keep,,
ten00317,keep,,
ten00318,keep,,
ten00319,keep,,
ten00320,keep,,
ten00321,keep,,
ten00322,keep,,
ten00323,keep,,
ten00324,keep,,
ten00325,keep,,
ten00326,keep,,
ten00327,keep,,
ten00328,keep,,
ten00329,keep,,
ten00330,keep,,
ten00331,keep,,
ten00332,keep,,
ten00333,keep,,
ten00334,keep,,
ten00335,keep,,
ten00336,keep,,
ten00337,keep,,
ten00338,keep,,
ten00339,keep,,
ten00340,keep,,
ten00341,keep,,
ten00342,keep,,
ten00343,keep,,
ten00344,keep,,
ten00345,keep,,
ten00346,keep,,
ten00347,keep,,
ten00348,keep,,
ten00349,keep,,
ten00350,keep,,
ten00351,keep,,
ten00352,keep,,
ten00353,keep,,
ten00354,keep,,
ten00355,keep,,
ten00356,keep,,
ten00357,keep,,
ten00358,keep,,
ten00359,keep,,
